"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"552241";4143418;0.78;"C";7;12;48;60;2;"D";24;9
"552242";4143419;0.21;"C";7;12;48;57;2;"D";24;10
"552244";4143421;0.01;"D";7;17;41;67;10;"D";24;7
"552245";4143422;0.98;"D";7;17;41;59;10;"D";24;13
"552249";4143426;0.91;"D";5;18;24;132;1;"E";24;-1
"552251";4143428;0.4;"C";7;2;44;50;10;"D";24;13
"552268";4143445;0.73;"A";6;7;40;50;12;"D";24;13
"552278";4143455;1;"D";5;1;36;50;2;"D";24;13
"552294";4143471;0.07;"C";5;15;52;50;2;"D";24;13
"552334";4143511;1;"B";5;10;46;55;2;"D";24;13
"552336";4143513;1;"A";9;20;42;50;1;"E";24;13
"552348";4143525;1;"D";7;7;44;50;2;"D";82;13
"552360";4143537;1;"E";5;4;59;50;1;"E";82;13
"552381";4143558;1;"D";6;7;31;80;1;"D";31;4
"552400";4143577;0.64;"C";6;11;23;85;2;"D";82;3
"552410";4143587;1;"E";5;2;45;50;2;"E";82;13
"552413";4143590;0.25;"C";4;1;33;50;1;"D";82;13
"552417";4143594;0.19;"C";6;6;43;52;2;"D";82;13
"552423";4143600;0.69;"B";7;12;56;50;1;"D";24;13
"552461";4143638;1;"B";4;4;66;50;1;"E";24;13
"552480";4143657;0.19;"C";7;19;48;65;10;"E";24;7
"552510";4143687;0.13;"B";7;14;21;85;1;"E";24;3
"552513";4143690;1;"B";4;20;20;85;5;"E";24;3
"552519";4143696;1;"A";5;2;57;50;2;"D";24;13
"552528";4143705;0.4;"A";12;13;46;50;10;"D";24;13
"552534";4143711;0.34;"A";7;1;49;50;10;"D";24;13
"552535";4143712;0.65;"A";7;1;49;50;10;"D";24;13
"552563";4143740;0.41;"E";9;14;40;68;6;"E";24;7
"552566";4143743;0.94;"E";7;8;47;60;5;"E";11;9
"552588";4143765;1;"C";8;10;43;50;13;"D";52;13
"552591";4143768;1;"D";6;4;60;50;1;"D";53;13
"552595";4143772;0.66;"B";5;5;51;50;2;"E";53;13
"552603";4143780;0.83;"C";9;3;38;50;12;"D";53;13
"552629";4143806;0.02;"C";9;15;42;50;5;"E";53;13
"552631";4143808;1;"C";6;16;39;50;1;"D";53;13
"552635";4143812;1;"C";5;6;73;50;2;"E";53;13
"552637";4143814;1;"C";4;2;50;50;4;"E";53;13
"552639";4143816;1;"C";14;2;66;50;2;"E";53;13
"552664";4143841;1;"C";5;4;35;50;3;"E";53;13
"552677";4143854;0.11;"C";10;16;25;125;1;"E";52;-1
"552686";4143863;0.58;"E";7;10;35;60;11;"D";82;9
"552689";4143866;0.58;"E";4;14;52;50;4;"D";82;13
"552692";4143869;1;"E";6;11;43;51;1;"D";82;12
"552701";4143878;0.25;"A";10;7;32;50;5;"D";82;13
"552729";4143906;1;"D";7;10;35;50;11;"D";82;13
"552744";4143921;1;"D";6;13;61;50;2;"D";82;13
"552747";4143924;0.36;"C";4;16;24;80;2;"E";82;4
"552767";4143944;0.87;"D";6;5;41;50;1;"D";82;13
"552771";4143948;1;"E";7;3;34;50;6;"E";82;13
"552772";4143949;1;"B";9;15;48;50;1;"E";82;13
"552774";4143951;1;"C";7;10;40;50;1;"D";82;13
"552781";4143958;1;"E";4;14;43;85;2;"E";82;3
"552782";4143959;0.54;"E";7;28;32;90;6;"D";82;2
"552783";4143960;0.45;"E";7;28;32;85;6;"D";82;3
"552789";4143966;0.04;"D";10;8;42;50;1;"E";82;13
"552795";4143972;1;"C";8;2;34;56;11;"D";91;13
"552836";4144013;0.16;"A";5;18;60;50;1;"D";24;13
"552885";4144062;1;"A";5;4;49;50;1;"D";24;13
"552891";4144068;0.21;"A";4;18;47;57;5;"E";24;10
"552903";4144080;0.74;"A";4;21;50;50;1;"E";24;13
"552927";4144104;1;"E";5;5;29;54;2;"D";93;11
"552934";4144111;0.26;"A";5;14;91;50;2;"D";24;13
"552938";4144115;0.45;"A";4;19;40;63;5;"D";24;13
"552947";4144124;0.09;"C";7;13;46;81;2;"E";82;3
"552953";4144130;0.1;"E";7;3;28;68;10;"D";82;7
"552972";4144149;0.68;"E";5;3;61;76;2;"D";82;5
"552983";4144160;0.65;"E";7;8;40;50;2;"E";82;13
"552987";4144164;1;"C";6;5;77;50;12;"E";82;13
"553020";4144197;0.43;"D";4;16;38;50;4;"E";82;13
"553028";4144205;0.57;"D";7;4;38;50;1;"D";82;13
"553045";4144222;0.76;"B";8;7;43;57;2;"D";83;10
"553054";4144231;0.16;"E";8;13;43;50;10;"D";82;13
"553059";4144236;0.12;"E";7;24;58;61;2;"E";83;13
"553070";4144247;0.23;"C";4;12;43;50;1;"E";82;13
"553101";4144278;1;"D";9;3;57;50;12;"E";31;13
"553103";4144280;0.25;"D";7;13;30;85;2;"D";24;3
"553104";4144281;0.5;"B";6;5;33;50;5;"D";24;13
"553110";4144287;0.96;"B";5;3;38;50;2;"D";24;13
"553113";4144290;1;"C";9;14;34;54;3;"E";24;11
"553114";4144291;1;"D";6;3;58;50;1;"E";24;13
"553135";4144312;0.19;"C";4;4;47;50;2;"D";24;13
"553145";4144322;0.05;"A";7;5;30;76;2;"D";91;5
"553167";4144344;1;"B";6;9;45;50;2;"E";24;13
"553172";4144349;1;"A";5;12;30;57;1;"E";24;10
"553179";4144356;1;"C";10;18;45;50;2;"D";24;13
"553191";4144368;0.57;"A";7;2;45;50;4;"D";24;13
"553199";4144376;1;"A";8;7;40;50;13;"D";24;13
"553210";4144387;1;"C";4;15;43;50;6;"E";24;13
"553220";4144397;1;"B";7;3;54;50;2;"D";24;13
"553229";4144406;0.42;"A";4;15;59;50;2;"E";24;13
"553235";4144412;0.74;"A";4;14;53;68;1;"E";24;7
"553240";4144417;0.18;"C";6;2;56;50;1;"D";24;13
"553260";4144437;1;"B";14;2;42;58;1;"E";24;13
"553261";4144438;0.81;"A";5;1;34;79;2;"D";24;4
"553266";4144443;0.45;"E";5;11;55;95;2;"E";11;1
"553273";4144450;1;"D";7;1;61;55;10;"D";24;13
"553289";4144466;1;"A";5;3;51;50;1;"E";24;13
"553293";4144470;0.24;"B";4;14;60;50;1;"D";24;13
"553303";4144480;1;"C";6;8;23;76;2;"D";24;5
"553304";4144481;1;"A";8;22;58;50;1;"E";24;13
"553311";4144488;1;"A";7;3;68;50;2;"E";24;13
"553329";4144506;0.13;"C";11;5;47;56;11;"D";53;13
"553330";4144507;0.06;"C";13;0;47;56;11;"D";53;13
"553334";4144511;1;"C";4;9;37;54;6;"E";53;11
"553338";4144515;0.05;"C";6;14;27;90;1;"D";53;2
"553350";4144527;1;"C";4;11;60;50;13;"E";53;13
"553369";4144546;0.49;"C";6;14;56;64;1;"D";93;8
"553370";4144547;0.5;"C";6;14;56;60;1;"D";93;9
"553372";4144549;1;"E";4;9;22;90;6;"E";53;2
"553373";4144550;0.63;"D";5;20;32;80;1;"D";53;4
"553384";4144561;0.49;"A";4;17;51;50;3;"D";53;13
"553418";4144595;1;"D";10;15;52;50;5;"D";31;13
"553425";4144602;0.57;"D";6;5;72;62;1;"D";31;13
"553430";4144607;1;"D";4;6;58;50;4;"D";31;13
"553440";4144617;0.85;"D";6;8;45;50;5;"D";31;13
"553461";4144638;0.3;"E";5;6;26;112;1;"D";31;-1
"553472";4144649;1;"D";5;8;25;85;4;"E";31;3
"553500";4144677;0.5;"D";6;14;72;118;1;"D";31;-1
"553513";4144690;0.02;"D";5;0;45;50;2;"E";24;13
"553518";4144695;1;"C";4;9;28;76;14;"E";24;5
"553532";4144709;0.54;"D";6;0;71;50;2;"D";24;13
"553561";4144738;0.46;"B";6;16;50;50;2;"D";53;13
"553613";4144790;1;"C";15;4;50;50;12;"E";24;13
"553616";4144793;0.55;"D";7;4;48;50;12;"E";24;13
"553619";4144796;0.37;"B";14;20;49;68;1;"E";24;7
"553632";4144809;0.63;"C";11;14;50;50;13;"E";25;13
"553639";4144816;0.62;"D";5;17;35;112;2;"E";25;-1
"553643";4144820;0.57;"D";7;15;24;85;2;"E";25;3
"553649";4144826;0.07;"A";6;1;28;57;3;"D";23;10
"553663";4144840;1;"B";6;2;73;50;12;"E";23;13
"553672";4144849;0.48;"D";7;12;46;50;1;"E";23;13
"553681";4144858;1;"A";12;9;33;57;12;"D";23;10
"553699";4144876;0.08;"E";11;2;31;51;1;"D";11;12
"553704";4144881;0.04;"D";9;17;24;80;1;"E";25;4
"553706";4144883;0.01;"D";11;16;24;85;11;"E";25;3
"553713";4144890;0.17;"C";5;12;45;50;2;"E";25;13
"553720";4144897;1;"D";7;8;28;60;6;"D";23;9
"553735";4144912;0.81;"C";4;2;29;68;1;"D";23;7
"553743";4144920;0.11;"A";14;5;28;61;3;"E";23;13
"553745";4144922;0.11;"A";14;5;28;61;3;"E";23;13
"553762";4144939;1;"C";6;16;74;50;13;"E";54;13
"553769";4144946;0.41;"C";4;10;27;60;2;"D";26;9
"553795";4144972;1;"A";5;8;47;50;3;"D";26;13
"553804";4144981;0.9;"A";5;20;49;50;3;"D";82;13
"553829";4145006;0.37;"D";6;10;57;50;2;"D";82;13
"553848";4145025;0.03;"C";10;1;61;50;10;"D";82;13
"553858";4145035;0.54;"D";6;7;52;50;1;"D";82;13
"553874";4145051;0.37;"E";5;16;27;100;1;"D";82;0
"553880";4145057;0.75;"C";9;13;40;50;12;"E";93;13
"553892";4145069;0.28;"D";10;6;39;50;3;"D";82;13
"553903";4145080;0.35;"D";6;15;30;100;1;"D";82;0
"553919";4145096;0.38;"D";7;19;25;80;4;"D";82;4
"553921";4145098;0.41;"D";7;8;32;57;5;"E";93;10
"553928";4145105;0.49;"E";5;14;30;52;2;"D";93;13
"553950";4145127;1;"D";4;18;37;76;2;"E";93;5
"553966";4145143;1;"E";7;12;43;60;2;"E";93;9
"553969";4145146;1;"D";4;9;45;51;6;"E";93;12
"553977";4145154;1;"B";7;14;57;50;6;"D";53;13
"553978";4145155;1;"E";6;6;44;51;2;"D";53;12
"553984";4145161;1;"D";6;12;45;50;1;"E";53;13
"553989";4145166;1;"D";7;8;21;100;1;"E";53;0
"553995";4145172;0.3;"B";4;6;64;80;1;"E";53;4
"554001";4145178;0.07;"C";4;1;33;60;3;"D";53;9
"554007";4145184;1;"D";6;9;52;63;1;"D";53;13
"554058";4145235;1;"A";7;6;48;50;2;"D";53;13
"554063";4145240;0.48;"A";7;2;38;50;13;"D";53;13
"554068";4145245;1;"A";10;5;37;50;12;"D";53;13
"554087";4145264;0.49;"E";12;6;39;50;10;"E";11;13
"554105";4145282;1;"D";5;12;37;68;2;"E";53;7
"554115";4145292;1;"B";7;4;40;60;2;"E";53;9
"554119";4145296;1;"B";10;8;54;50;10;"D";53;13
"554122";4145299;1;"B";7;11;37;50;12;"E";53;13
"554152";4145329;1;"C";5;8;29;57;1;"D";24;10
"554186";4145363;0.82;"A";4;17;21;95;2;"E";24;1
"554199";4145376;1;"A";6;11;41;50;1;"D";24;13
"554216";4145393;0.99;"E";6;11;36;51;1;"D";82;12
"554227";4145404;0.73;"D";7;11;31;64;1;"E";82;8
"554244";4145421;1;"E";8;2;65;50;4;"D";82;13
"554258";4145435;0.62;"D";7;2;37;54;3;"D";82;11
"554318";4145495;1;"C";10;7;53;50;14;"D";82;13
"554336";4145513;1;"D";7;5;37;50;3;"E";82;13
"554367";4145544;0.08;"C";5;9;51;50;1;"E";52;13
"554403";4145580;1;"A";6;11;38;50;2;"D";74;13
"554407";4145584;0.67;"C";9;4;57;55;10;"D";52;13
"554416";4145593;0.83;"E";4;14;43;76;2;"D";52;5
"554418";4145595;0.24;"D";4;9;58;50;2;"E";52;13
"554439";4145616;0.92;"C";14;1;50;50;11;"D";52;13
"554469";4145646;1;"E";5;3;77;50;5;"D";24;13
"554475";4145652;1;"C";4;2;46;50;1;"D";24;13
"554477";4145654;0.02;"A";4;16;35;54;4;"D";24;11
"554499";4145676;0.13;"E";9;1;34;61;2;"E";11;13
"554566";4145743;0.29;"A";6;4;54;50;1;"D";24;13
"554569";4145746;0.28;"A";5;1;44;50;1;"E";24;13
"554590";4145767;1;"A";7;3;73;50;2;"D";54;13
"554592";4145769;1;"C";6;11;54;50;1;"D";52;13
"554603";4145780;0.31;"B";5;14;34;50;2;"D";74;13
"554612";4145789;0.49;"B";6;13;73;50;2;"E";54;13
"554630";4145807;0.73;"D";6;1;34;50;3;"D";54;13
"554640";4145817;1;"C";5;3;28;76;2;"D";72;5
"554652";4145829;1;"E";7;36;32;50;3;"E";54;13
"554657";4145834;1;"D";6;8;41;76;12;"D";54;5
"554702";4145879;0.86;"E";5;10;35;95;5;"D";54;1
"554711";4145888;0.34;"E";8;0;61;57;3;"E";54;10
"554722";4145899;0.75;"D";6;10;78;50;2;"D";24;13
"554728";4145905;1;"C";7;3;57;50;4;"E";83;13
"554747";4145924;1;"A";4;16;50;55;2;"E";24;13
"554786";4145963;1;"A";6;14;36;50;1;"D";73;13
"554811";4145988;0.39;"C";4;4;59;50;2;"D";72;13
"554823";4146000;0.53;"D";8;3;33;50;13;"E";72;13
"554827";4146004;0.43;"E";5;12;31;54;5;"D";72;11
"554829";4146006;0.13;"E";4;15;31;51;5;"E";72;12
"554840";4146017;0.41;"C";4;5;30;75;3;"D";72;5
"554850";4146027;0.63;"C";6;2;32;51;2;"D";72;12
"554856";4146033;0.24;"A";8;6;28;57;2;"D";72;10
"554894";4146071;0.55;"C";6;6;54;50;6;"D";24;13
"554911";4146088;1;"B";6;2;63;50;11;"E";24;13
"554914";4146091;1;"C";9;10;75;50;1;"E";24;13
"554918";4146095;0.83;"C";7;18;45;50;1;"E";24;13
"554943";4146120;0.54;"C";10;8;51;50;3;"D";24;13
"554959";4146136;1;"C";7;19;65;64;2;"D";24;8
"554970";4146147;1;"C";8;8;53;50;2;"D";24;13
"554976";4146153;1;"C";5;1;53;50;2;"D";24;13
"554986";4146163;0.45;"C";9;9;48;50;1;"E";24;13
"554987";4146164;0.21;"A";7;13;45;50;2;"D";24;13
"554999";4146176;0.29;"D";5;11;34;76;4;"D";54;5
"555000";4146177;0.37;"D";5;14;34;72;3;"D";54;6
"555008";4146185;0.01;"D";13;1;36;51;11;"D";54;12
"555009";4146186;0.31;"D";13;1;36;51;11;"D";54;12
"555015";4146192;0.67;"B";5;13;33;85;13;"D";54;3
"555016";4146193;0.22;"B";4;2;33;95;2;"D";54;1
"555043";4146220;0.64;"C";5;14;32;54;2;"D";54;11
"555052";4146229;0.75;"C";5;7;23;156;4;"D";26;-1
"555063";4146240;1;"C";5;2;56;68;2;"D";54;7
"555067";4146244;1;"A";7;14;53;50;3;"E";54;13
"555079";4146256;1;"C";8;6;41;50;13;"E";54;13
"555099";4146276;1;"B";5;5;52;50;2;"D";54;13
"555107";4146284;0.83;"B";10;6;41;54;3;"D";54;11
"555145";4146322;0.01;"C";6;6;39;51;2;"D";72;12
"555163";4146340;0.76;"E";6;14;35;50;1;"E";72;13
"555214";4146391;1;"A";10;8;30;51;1;"E";24;12
"555219";4146396;0.27;"B";6;10;35;72;1;"D";24;6
"555235";4146412;0.2;"E";4;6;33;67;1;"E";82;7
"555251";4146428;1;"E";5;14;56;50;3;"E";24;13
"555267";4146444;1;"A";7;2;46;50;12;"D";24;13
"555280";4146457;1;"B";4;8;60;50;2;"E";24;13
"555292";4146469;1;"B";5;4;31;57;3;"D";24;10
"555295";4146472;0.09;"A";4;11;53;50;13;"E";24;13
"555297";4146474;0.01;"C";6;2;30;57;6;"D";24;10
"555354";4146531;1;"F";9;3;48;50;2;"E";11;13
"555355";4146532;1;"D";6;8;38;68;2;"D";54;7
"555376";4146553;0.5;"C";5;19;37;50;2;"E";54;13
"555424";4146601;1;"D";5;4;49;50;2;"E";24;13
"555433";4146610;1;"A";4;13;67;50;2;"E";24;13
"555460";4146637;0.31;"A";5;1;25;64;6;"D";24;8
"555463";4146640;0.92;"A";7;10;41;50;1;"E";24;13
"555476";4146653;0.58;"A";6;3;25;64;2;"D";24;8
"555485";4146662;0.74;"A";5;15;64;62;2;"D";24;13
"555494";4146671;0.75;"A";14;3;75;50;2;"E";24;13
"555519";4146696;0.13;"E";10;8;42;50;11;"D";11;13
"555522";4146699;0.5;"B";4;3;23;125;3;"D";22;-1
"555525";4146702;0.2;"D";8;3;54;57;2;"D";31;10
"555543";4146720;0.87;"E";7;5;46;72;1;"E";22;6
"555548";4146725;1;"D";6;10;58;50;6;"D";22;13
"555549";4146726;0.44;"A";7;2;29;55;3;"D";22;13
"555579";4146756;1;"C";4;5;38;50;4;"D";22;13
"555583";4146760;0.12;"E";6;2;31;51;2;"D";31;12
"555585";4146762;1;"E";5;11;37;76;4;"D";22;5
"555591";4146768;0.1;"E";5;11;24;80;2;"D";22;4
"555607";4146784;1;"B";6;13;39;50;6;"E";82;13
"555622";4146799;1;"A";4;16;44;50;2;"D";22;13
"555629";4146806;1;"C";6;12;36;68;3;"D";22;7
"555649";4146826;0.01;"D";7;0;34;51;5;"D";22;12
"555671";4146848;1;"E";4;14;39;90;2;"E";93;2
"555673";4146850;0.53;"E";5;16;39;53;1;"D";11;13
"555678";4146855;0.04;"E";5;18;30;90;1;"E";93;2
"555694";4146871;1;"E";14;2;57;50;14;"E";93;13
"555702";4146879;0.75;"C";9;16;55;50;1;"E";93;13
"555714";4146891;0.58;"E";7;8;45;53;1;"D";93;13
"555719";4146896;0.9;"D";4;23;34;125;1;"E";93;-1
"555728";4146905;0.6;"D";8;14;60;62;1;"D";93;13
"555732";4146909;0.91;"E";10;5;40;50;13;"D";93;13
"555737";4146914;0.21;"C";4;11;47;50;4;"D";93;13
"555746";4146923;0.91;"D";6;11;40;50;1;"E";93;13
"555763";4146940;0.1;"D";5;10;53;50;3;"D";91;13
"555764";4146941;0.93;"D";7;6;30;68;5;"E";93;7
"555770";4146947;0.07;"D";6;12;46;50;1;"D";93;13
"555777";4146954;0.45;"E";7;11;45;56;10;"D";93;13
"555812";4146989;0.43;"B";5;0;74;50;2;"E";24;13
"555824";4147001;0.15;"A";6;14;54;50;2;"D";24;13
"555837";4147014;1;"D";7;19;67;50;2;"E";41;13
"555843";4147020;1;"C";6;21;67;50;2;"D";41;13
"555878";4147055;1;"B";7;11;59;50;3;"E";41;13
"555887";4147064;1;"D";5;9;61;50;1;"E";41;13
"555896";4147073;1;"C";7;20;37;50;1;"E";41;13
"555898";4147075;1;"D";7;17;48;50;1;"E";31;13
"555961";4147138;1;"B";4;2;52;50;2;"D";24;13
"555974";4147151;0.92;"F";6;8;38;54;1;"D";11;11
"555980";4147157;0.3;"D";6;3;56;62;1;"D";24;13
"555989";4147166;1;"D";7;1;64;50;1;"E";24;13
"555990";4147167;0.67;"D";5;5;28;69;2;"D";24;6
"556002";4147179;1;"D";5;6;22;76;2;"D";24;5
"556010";4147187;0.25;"B";6;12;36;50;5;"E";24;13
"556018";4147195;1;"B";7;12;40;50;11;"D";24;13
"556023";4147200;1;"A";6;2;41;50;2;"D";24;13
"556025";4147202;0.42;"C";5;17;56;50;1;"D";24;13
"556036";4147213;0.8;"C";6;9;35;50;1;"E";54;13
"556037";4147214;0.19;"C";6;9;35;50;1;"E";54;13
"556048";4147225;1;"C";6;2;30;68;3;"D";54;7
"556049";4147226;0.66;"C";4;2;35;50;12;"E";54;13
"556054";4147231;0.42;"C";5;8;26;72;1;"E";54;6
"556059";4147236;0.25;"C";4;7;42;50;2;"E";54;13
"556072";4147249;0.91;"A";6;10;63;65;2;"D";54;7
"556092";4147269;0.94;"C";6;5;27;64;4;"D";93;8
"556098";4147275;1;"A";6;15;33;50;1;"D";54;13
"556106";4147283;0.37;"C";10;11;21;50;4;"E";54;13
"556117";4147294;1;"C";5;10;47;76;6;"D";54;5
"556130";4147307;0.51;"B";4;13;28;85;1;"E";54;3
"556148";4147325;1;"C";6;7;32;76;4;"E";54;5
"556155";4147332;0.00273224043715847;"C";7;17;23;90;11;"E";54;2
"556157";4147334;0.57;"C";7;19;31;68;1;"E";54;7
"556172";4147349;0.9;"D";6;14;31;54;1;"D";72;11
"556193";4147370;0.43;"C";5;14;65;50;2;"D";54;13
"556206";4147383;1;"B";5;21;75;50;1;"E";24;13
"556213";4147390;1;"B";7;15;48;50;2;"D";24;13
"556228";4147405;0.12;"D";6;11;25;72;2;"D";82;6
"556253";4147430;0.83;"D";5;2;54;50;2;"D";24;13
"556268";4147445;1;"A";4;17;47;50;1;"E";53;13
"556326";4147503;0.97;"D";5;14;25;85;2;"D";53;3
"556348";4147525;0.71;"C";5;0;74;50;1;"E";53;13
"556375";4147552;0.21;"C";5;8;40;50;1;"E";53;13
"556387";4147564;0.09;"C";4;0;90;50;2;"E";53;13
"556396";4147573;0.26;"C";5;3;66;50;1;"E";26;13
"556409";4147586;0.15;"C";4;25;73;50;1;"E";26;13
"556415";4147592;1;"C";4;11;26;72;2;"D";24;6
"556417";4147594;0.03;"D";6;14;26;72;1;"D";11;6
"556418";4147595;1;"C";7;9;51;50;1;"E";26;13
"556445";4147622;1;"A";4;4;46;50;1;"E";24;13
"556454";4147631;1;"C";6;13;63;50;1;"D";91;13
"556462";4147639;0.11;"D";10;14;19;100;4;"E";24;0
"556464";4147641;0.27;"A";5;8;39;57;6;"D";23;10
"556466";4147643;1;"D";6;2;63;50;1;"D";24;13
"556479";4147656;0.67;"D";5;7;30;60;1;"D";24;9
"556483";4147660;0.83;"D";7;17;27;90;1;"E";24;2
"556488";4147665;0.58;"A";10;8;54;50;11;"D";24;13
"556496";4147673;0.97;"A";8;1;53;50;4;"D";24;13
"556498";4147675;0.95;"D";4;10;44;50;2;"E";24;13
"556504";4147681;0.9;"A";5;4;54;50;2;"E";24;13
"556517";4147694;0.25;"A";9;0;22;85;2;"E";24;3
"556524";4147701;0.75;"D";7;35;23;85;3;"E";24;3
"556540";4147717;0.52;"C";8;18;24;90;2;"E";24;2
"556542";4147719;0.08;"C";7;16;32;100;11;"D";24;0
"556552";4147729;0.08;"C";6;5;25;90;4;"D";22;2
"556560";4147737;0.05;"D";5;15;22;90;2;"E";24;2
"556566";4147743;0.25;"A";11;12;33;85;10;"D";24;3
"556583";4147760;1;"C";5;21;31;51;1;"E";24;12
"556589";4147766;1;"A";5;8;57;50;3;"D";24;13
"556609";4147786;0.12;"D";6;7;24;80;2;"D";72;4
"556637";4147814;1;"A";5;6;35;50;6;"E";24;13
"556644";4147821;1;"A";7;22;54;50;2;"E";24;13
"556705";4147882;0.72;"E";6;2;48;50;10;"E";93;13
"556708";4147885;0.16;"C";7;2;61;50;3;"D";26;13
"556712";4147889;1;"E";11;16;47;50;1;"E";93;13
"556723";4147900;0.83;"D";6;15;38;64;1;"D";93;8
"556726";4147903;0.2;"E";5;0;22;90;1;"D";93;2
"556736";4147913;0.91;"B";7;8;33;50;1;"D";93;13
"556746";4147923;1;"E";6;6;39;50;2;"D";93;13
"556751";4147928;1;"E";7;2;28;65;6;"E";93;7
"556754";4147931;0.48;"E";5;5;21;90;3;"D";93;2
"556778";4147955;1;"D";4;3;55;64;12;"E";11;8
"556784";4147961;1;"E";9;3;57;50;1;"E";11;13
"556791";4147968;0.45;"D";4;3;30;68;3;"D";11;7
"556793";4147970;1;"E";7;4;83;50;1;"E";11;13
"556799";4147976;1;"D";5;19;38;60;5;"E";11;9
"556815";4147992;1;"E";12;3;38;50;11;"E";11;13
"556819";4147996;0.18;"C";11;2;40;50;13;"D";11;13
"556846";4148023;1;"E";9;5;45;95;12;"E";11;1
"556868";4148045;1;"E";5;4;37;50;2;"E";11;13
"556876";4148053;0.71;"C";11;0;40;50;6;"E";11;13
"556888";4148065;0.23;"E";9;3;43;50;1;"E";11;13
"556895";4148072;0.29;"E";4;4;49;100;1;"E";11;0
"556942";4148119;0.11;"C";6;17;48;76;1;"D";24;5
"556962";4148139;1;"A";5;4;67;50;2;"E";24;13
"557001";4148178;0.77;"D";6;17;84;50;2;"E";24;13
"557004";4148181;1;"E";5;13;42;76;2;"E";24;5
"557005";4148182;1;"B";5;11;77;50;1;"E";24;13
"557006";4148183;0.23;"B";7;11;20;106;3;"E";24;-1
"557026";4148203;1;"D";6;6;58;50;2;"D";24;13
"557033";4148210;0.39;"D";6;17;34;80;2;"D";24;4
"557039";4148216;1;"C";10;6;59;50;11;"E";24;13
"557054";4148231;1;"D";10;8;58;50;3;"E";24;13
"557062";4148239;0.24;"A";5;14;38;50;4;"E";24;13
"557069";4148246;1;"D";6;11;31;59;1;"D";24;13
"557070";4148247;1;"B";5;3;51;50;2;"E";24;13
"557095";4148272;1;"E";11;15;61;55;11;"E";24;13
"557114";4148291;1;"C";5;10;65;50;4;"D";52;13
"557122";4148299;1;"C";6;13;31;57;1;"E";52;10
"557123";4148300;1;"C";4;18;33;51;1;"E";52;12
"557129";4148306;0.00819672131147541;"B";6;6;40;73;2;"D";52;5
"557135";4148312;0.74;"A";7;8;35;50;2;"D";24;13
"557136";4148313;0.25;"A";7;8;35;50;2;"D";24;13
"557170";4148347;1;"B";5;11;33;85;1;"E";24;3
"557182";4148359;0.25;"C";7;13;33;51;2;"E";24;12
"557201";4148378;0.46;"C";5;10;32;80;5;"D";52;4
"557237";4148414;1;"D";5;7;23;80;5;"E";24;4
"557252";4148429;1;"D";6;18;51;50;14;"E";52;13
"557253";4148430;0.08;"D";10;19;41;68;10;"E";52;7
"557294";4148471;0.81;"C";5;2;39;52;3;"E";52;13
"557335";4148512;0.09;"E";7;9;25;95;1;"D";52;1
"557350";4148527;0.19;"C";7;11;33;76;11;"D";52;5
"557373";4148550;0.41;"E";4;39;33;95;1;"E";52;1
"557393";4148570;0.16;"C";9;12;22;100;1;"E";52;0
"557394";4148571;0.33;"C";9;12;22;100;1;"E";52;0
"557398";4148575;0.3;"D";6;2;62;50;2;"D";52;13
"557412";4148589;1;"E";4;18;47;50;1;"E";93;13
"557413";4148590;1;"E";6;11;48;58;2;"E";93;13
"557454";4148631;0.00546448087431694;"B";10;15;55;50;1;"D";93;13
"557476";4148653;0.36;"E";10;14;50;50;1;"E";93;13
"557487";4148664;1;"C";4;9;59;50;2;"D";93;13
"557490";4148667;1;"E";7;22;62;50;6;"D";93;13
"557495";4148672;0.12;"C";4;2;40;50;1;"D";93;13
"557500";4148677;0.01;"D";7;11;58;60;1;"E";93;9
"557503";4148680;0.84;"C";4;13;34;85;1;"E";93;3
"557514";4148691;1;"C";10;3;39;55;1;"E";82;13
"557538";4148715;0.95;"D";6;16;40;57;2;"D";82;10
"557540";4148717;1;"C";6;15;61;50;6;"E";82;13
"557545";4148722;0.12;"A";6;10;49;50;13;"D";82;13
"557566";4148743;1;"C";5;17;47;54;6;"E";82;11
"557578";4148755;0.31;"C";7;15;28;100;1;"E";82;0
"557582";4148759;0.01;"C";7;12;38;50;2;"E";82;13
"557591";4148768;0.98;"C";6;8;57;50;2;"D";82;13
"557600";4148777;0.83;"C";7;14;43;51;2;"D";82;12
"557619";4148796;0.42;"D";5;10;47;50;3;"D";82;13
"557632";4148809;0.49;"D";6;17;54;72;2;"D";24;6
"557662";4148839;0.67;"C";10;3;60;81;3;"D";24;3
"557663";4148840;1;"B";6;7;54;51;2;"D";24;12
"557679";4148856;1;"D";4;10;47;50;2;"E";24;13
"557699";4148876;1;"E";7;6;36;51;1;"E";52;12
"557710";4148887;0.33;"E";4;18;53;76;5;"E";52;5
"557717";4148894;1;"D";9;7;39;73;1;"D";52;5
"557737";4148914;1;"A";7;2;30;51;1;"D";24;12
"557738";4148915;0.07;"B";5;16;60;50;2;"E";24;13
"557744";4148921;1;"E";4;1;40;50;2;"D";11;13
"557761";4148938;0.03;"A";6;19;36;95;1;"D";24;1
"557772";4148949;0.23;"B";6;10;52;50;2;"D";24;13
"557795";4148972;0.4;"C";6;14;42;54;14;"E";24;11
"557805";4148982;0.04;"A";6;1;79;50;1;"D";24;13
