"no";"nocontrat";"garantie";"cout"
"87441";87441;4122193;"1RC";0
"87442";87442;4122193;"2DO";4750.19
"87443";87443;4122193;"5CO";41500
"87452";87452;4122242;"1RC";-1204
"87453";87453;4122242;"4BG";0
"87469";87469;4122242;"2DO";1541.79
"87502";87502;4183605;"1RC";2000
"87503";87503;4183605;"2DO";3327.4
"87514";87514;4138233;"1RC";1204
"87531";87531;4185488;"2DO";1189.1
"87547";87547;4117998;"3VI";0
"87548";87548;4117998;"4BG";87.83
"87560";87560;4150977;"4BG";255.76
"87565";87565;4118052;"4BG";252.49
"87576";87576;4180329;"4BG";233.42
"87606";87606;4167653;"4BG";133.52
"87614";87614;4117936;"1RC";350.1
"87623";87623;21931;"2DO";1521.7
"87634";87634;21931;"5CO";0
"87637";87637;4115062;"4BG";232.17
"87639";87639;4151040;"4BG";337.42
"87679";87679;4175582;"4BG";250.79
"87697";87697;4138277;"4BG";316.92
"87710";87710;4135001;"1RC";765.65
"87720";87720;4118048;"2DO";905.14
"87749";87749;4183964;"4BG";288.32
"87762";87762;4138277;"2DO";151.27
"87763";87763;4178284;"3VI";57.42
"87772";87772;4118030;"3VI";0
"87773";87773;4118030;"4BG";45.35
"87779";87779;4147595;"1RC";-386.57
"87787";87787;4182749;"1RC";1375.44
"87851";87851;4184024;"1RC";21204
"87852";87852;4184024;"2DO";1189.1
"87853";87853;4184024;"5CO";40000
"87857";87857;4184776;"4BG";526.98
"87952";87952;61668;"1RC";-358.99
"87969";87969;4178721;"1RC";150.07
"87977";87977;4156606;"4BG";106.59
"88025";88025;4156582;"4BG";85.73
"88054";88054;4120259;"3VI";4254.72
"88063";88063;61668;"2DO";0
"88065";88065;4180138;"3VI";843.69
"88066";88066;4120198;"1RC";0
"88067";88067;4120198;"2DO";2167.9
"88091";88091;4172967;"4BG";169.52
"88096";88096;4120207;"1RC";77
"88117";88117;4120203;"4BG";316.13
"88118";88118;4120256;"4BG";46.45
"88135";88135;4120203;"4BG";220.24
"88183";88183;4133371;"1RC";-722.42
"88201";88201;4152514;"4BG";333.06
"88204";88204;4127076;"4BG";258.35
"88206";88206;4185433;"2DO";1218.9
"88210";88210;4185496;"4BG";292.42
"88211";88211;4133372;"2DO";665.77
"88212";88212;4178175;"4BG";240.09
"88223";88223;4178684;"1RC";602
"88224";88224;4178684;"2DO";594.55
"88232";88232;4182552;"2DO";273.21
"88260";88260;4155068;"4BG";54.48
"88262";88262;133062;"4BG";339.26
"88301";88301;4155375;"4BG";236.94
"88317";88317;4148246;"1RC";-801.91
"88355";88355;4120717;"1RC";1204
"88362";88362;22061;"2DO";0
"88373";88373;22061;"3VI";306.93
"88375";88375;4141625;"4BG";80.43
"88424";88424;4126049;"2DO";1230.11
"88449";88449;4137112;"1RC";-108
"88451";88451;4137093;"4BG";299.66
"88469";88469;4137091;"4BG";353.7
"88470";88470;4141606;"1RC";1204
"88471";88471;4141606;"2DO";0
"88493";88493;4132230;"1RC";1255.11
"88506";88506;4155957;"1RC";1204
"88509";88509;4155957;"2DO";1151.12
"88537";88537;4152171;"4BG";371.86
"88539";88539;4155959;"1RC";3082.13
"88561";88561;4156047;"4BG";646.01
"88565";88565;4152227;"1RC";0
"88566";88566;4156007;"1RC";0
"88571";88571;4152180;"3VI";2151.3
"88575";88575;4152177;"3VI";365.88
"88576";88576;4124746;"1RC";2064
"88577";88577;4124746;"2DO";488.47
"88641";88641;31493;"1RC";-327.08
"88704";88704;4130502;"1RC";-247.79
"88707";88707;155139;"2DO";1533.11
"88717";88717;4122482;"1RC";1204
"88718";88718;133062;"1RC";725.66
"88742";88742;4149417;"4BG";106.22
"88743";88743;4114981;"1RC";1204
"88803";88803;4116221;"1RC";1204
"88804";88804;4116221;"2DO";3298.34
"88818";88818;88338;"2DO";1613.61
"88834";88834;4149431;"4BG";358.76
"88842";88842;4122552;"4BG";254.72
"88862";88862;4143321;"3VI";1324.52
"88888";88888;4122602;"1RC";117.66
"88894";88894;4143294;"1RC";-339.95
"88900";88900;4122610;"2DO";746.49
"88908";88908;4136813;"1RC";542.87
"88909";88909;4136813;"2DO";0
"88941";88941;4130506;"1RC";1199.36
"88996";88996;31936;"3VI";357.21
"88997";88997;4143252;"4BG";335.36
"89002";89002;4161569;"1RC";-777.23
"89029";89029;31569;"2DO";1549.08
"89039";89039;4170214;"1RC";487.69
"89040";89040;88333;"2DO";535.93
"89049";89049;4186908;"1RC";1204
"89050";89050;4186908;"2DO";0
"89052";89052;4143310;"4BG";448.17
"89107";89107;88333;"4BG";176.03
"89142";89142;4153746;"1RC";1204
"89155";89155;4153666;"1RC";0
"89157";89157;4120566;"2DO";573.98
"89164";89164;4120538;"1RC";1204
"89165";89165;4120538;"2DO";1189.1
"89206";89206;4131176;"4BG";295.89
"89219";89219;4151461;"4BG";28.26
"89269";89269;4125411;"1RC";602
"89270";89270;4125411;"2DO";594.55
"89278";89278;4161674;"1RC";-371.61
"89281";89281;4147202;"1RC";1204
"89289";89289;4187706;"1RC";-249.24
"89299";89299;4137831;"4BG";49.98
"89324";89324;4172647;"1RC";1204
"89325";89325;4172647;"2DO";0
"89338";89338;4175537;"4BG";403.34
"89355";89355;4161705;"3VI";824.88
"89376";89376;4147179;"4BG";260.07
"89401";89401;4137833;"1RC";1204
"89402";89402;4137833;"2DO";1189.1
"89408";89408;4147195;"2DO";1189.1
"89418";89418;88519;"1RC";605.92
"89425";89425;4128578;"4BG";243.92
"89432";89432;4137593;"4BG";493.99
"89437";89437;4135492;"2DO";3146.04
"89463";89463;4119824;"4BG";223.88
"89514";89514;4148571;"1RC";464.62
"89561";89561;4117562;"1RC";-651.82
"89562";89562;4161002;"2DO";785.96
"89563";89563;4129226;"1RC";0
"89598";89598;4134756;"1RC";216.08
"89621";89621;4134700;"4BG";340.54
"89659";89659;4119451;"1RC";-683.41
"89675";89675;32004;"1RC";0
"89678";89678;4119478;"4BG";181.53
"89700";89700;4142738;"3VI";365.88
"89709";89709;4165060;"2DO";1189.1
"89742";89742;31569;"1RC";-909.61
"89748";89748;4143422;"4BG";95.33
"89773";89773;4158205;"4BG";208.61
"89781";89781;4143380;"4BG";268.63
"89782";89782;4164795;"4BG";294.92
"89792";89792;4164795;"4BG";62.2
"89826";89826;4169345;"1RC";1204
"89828";89828;4169225;"4BG";218.28
"89841";89841;93313;"1RC";2040.86
"89848";89848;4164795;"3VI";2210.87
"89849";89849;4143364;"1RC";0
"89860";89860;4169311;"1RC";1204
"89873";89873;4158158;"1RC";602
"89874";89874;4158158;"2DO";549.58
"89892";89892;4164741;"4BG";288.65
"89904";89904;4143426;"1RC";950
"89910";89910;4187088;"1RC";-427.1
"89919";89919;31988;"4BG";349.89
"89924";89924;4145879;"4BG";385.4
"90046";90046;4151206;"4BG";390.51
"90047";90047;4131223;"4BG";68.23
"90054";90054;4168928;"1RC";2045.33
"90056";90056;4175638;"2DO";1003.97
"90064";90064;88327;"4BG";106.71
"90066";90066;4160773;"4BG";161.93
"90072";90072;4186350;"4BG";224.79
"90075";90075;151556;"1RC";1128.12
"90085";90085;151556;"2DO";830.29
"90095";90095;4114480;"1RC";1204
"90097";90097;4114480;"2DO";0
"90101";90101;4160780;"4BG";256.99
"90104";90104;4131242;"1RC";26176.55
"90105";90105;4131242;"2DO";6451.2
"90120";90120;4186726;"4BG";530.47
"90122";90122;4114480;"2DO";1428.18
"90144";90144;4168919;"4BG";289.28
"90160";90160;4186485;"1RC";-383.39
"90209";90209;4175638;"1RC";1204
"90210";90210;4175638;"2DO";1189.1
"90223";90223;4125550;"1RC";1204
"90224";90224;4125550;"2DO";1520
"90253";90253;4171913;"4BG";80
"90270";90270;4167149;"1RC";0
"90271";90271;4167149;"2DO";0
"90284";90284;147422;"1RC";1135.81
"90296";90296;130930;"1RC";1415.11
"90301";90301;4155922;"1RC";-538.28
"90303";90303;4122785;"2DO";1067.83
"90310";90310;4122679;"4BG";393.77
"90344";90344;4122817;"4BG";294.58
"90377";90377;4115264;"1RC";1017.71
"90414";90414;4150361;"4BG";225.72
"90415";90415;4135844;"1RC";0
"90418";90418;109377;"2DO";1829.7
"90435";90435;4122785;"4BG";243.92
"90441";90441;4131136;"1RC";1204
"90463";90463;4122785;"2DO";1189.1
"90464";90464;4170915;"2DO";1189.1
"90470";90470;4155830;"3VI";345.37
"90483";90483;4167264;"1RC";1204
"90499";90499;4141029;"1RC";2837.49
"90500";90500;4141029;"2DO";182.87
"90545";90545;4141029;"4BG";461.58
"90554";90554;4165234;"4BG";87.88
"90559";90559;4178271;"2DO";1189.1
"90563";90563;4167124;"1RC";200
"90575";90575;4116144;"4BG";285.15
"90600";90600;4176660;"1RC";734.15
"90614";90614;4115554;"4BG";135.7
"90625";90625;4174380;"4BG";541.87
"90627";90627;4176660;"4BG";341.93
"90658";90658;4174577;"4BG";149.99
"90660";90660;4151654;"1RC";1204
"90665";90665;4140651;"1RC";1204
"90666";90666;4151599;"4BG";0
"90675";90675;4176660;"2DO";-1142.7
"90687";90687;4151659;"3VI";2490.47
"90692";90692;4140673;"4BG";464.85
"90722";90722;4163074;"1RC";0
"90734";90734;4166298;"4BG";314.89
"90740";90740;4166318;"4BG";157.85
"90747";90747;4166350;"1RC";0
"90754";90754;4166310;"3VI";879.53
"90815";90815;4176327;"1RC";1204
"90826";90826;4141763;"1RC";1204
"90827";90827;4141763;"2DO";4118.06
"90845";90845;4173636;"1RC";1204
"90852";90852;31875;"2DO";1117.68
"90854";90854;4138754;"4BG";330.32
"90860";90860;4155466;"1RC";-204.34
"90876";90876;4175240;"1RC";1204
"90918";90918;94913;"3VI";318.61
"90926";90926;4125281;"4BG";222.83
"90930";90930;4143958;"4BG";82.6
"90995";90995;4159264;"1RC";-119.18
"91023";91023;4169727;"1RC";-812.92
"91043";91043;4125255;"4BG";199.6
"91051";91051;31753;"1RC";1128.12
"91063";91063;31753;"2DO";0
"91072";91072;4164322;"4BG";92.16
"91074";91074;88333;"4BG";472.5
"91082";91082;4153593;"1RC";1204
"91134";91134;4153548;"4BG";58.23
"91159";91159;4153612;"1RC";1204
"91164";91164;4164402;"1RC";1204
"91165";91165;4164402;"2DO";1189.1
"91188";91188;4117439;"1RC";3204
"91189";91189;4117439;"2DO";1189.1
"91213";91213;4165539;"1RC";1204
"91214";91214;4165539;"2DO";0
"91238";91238;4165490;"3VI";457.35
"91252";91252;4165536;"4BG";73.21
"91254";91254;4165501;"1RC";602
"91261";91261;21779;"4BG";102.04
"91279";91279;4114532;"2DO";6987.39
"91280";91280;4114532;"5CO";30000
"91284";91284;109191;"4BG";100.22
"91294";91294;4163904;"4BG";529.76
"91327";91327;4117528;"1RC";602
"91333";91333;4152814;"1RC";1026.97
"91335";91335;4176351;"4BG";82.6
"91347";91347;4163930;"1RC";71.52
"91376";91376;4117519;"4BG";81.09
"91385";91385;4163860;"4BG";82.6
"91401";91401;4142523;"3VI";148.35
"91461";91461;4161481;"1RC";4204
"91462";91462;4161481;"2DO";5320.59
"91472";91472;4161487;"1RC";193.42
"91482";91482;109191;"4BG";105.11
"91483";91483;4161487;"1RC";10000
"91484";91484;4161487;"2DO";1189.1
"91518";91518;4136208;"3VI";1112.88
"91574";91574;4157494;"1RC";1294
"91585";91585;4175025;"4BG";286.37
"91588";91588;4157489;"1RC";0
"91625";91625;4185099;"1RC";1204
"91626";91626;4185099;"2DO";0
"91654";91654;4149309;"1RC";-236.32
"91657";91657;4157602;"4BG";164.96
"91677";91677;4149220;"1RC";1204
"91679";91679;4148181;"4BG";478.11
"91682";91682;4157523;"1RC";602
"91683";91683;4157523;"2DO";594.55
"91695";91695;4117309;"1RC";602
"91696";91696;4117309;"2DO";0
"91698";91698;4174447;"4BG";452.39
"91703";91703;148774;"1RC";62.22
"91758";91758;4128226;"3VI";365.88
"91813";91813;4124487;"4BG";338.73
"91831";91831;4169965;"1RC";12316
"91837";91837;27238;"2DO";1540.64
"91838";91838;163611;"2DO";3716.63
"91851";91851;4169945;"4BG";415.55
"91907";91907;4148914;"4BG";75.32
"91940";91940;4165385;"4BG";279.12
"91976";91976;4173303;"1RC";1204
"91977";91977;4173303;"2DO";0
"92004";92004;4178670;"1RC";1204
"92005";92005;4178670;"2DO";1189.1
"92026";92026;4134584;"4BG";231.86
"92047";92047;24032;"1RC";1377.95
"92057";92057;4119954;"1RC";-618.28
"92068";92068;4149959;"1RC";1204
"92074";92074;4150009;"1RC";-71.46
"92079";92079;4185568;"1RC";1204
"92080";92080;4185568;"2DO";391.06
"92087";92087;4172307;"4BG";0
"92094";92094;4172307;"1RC";1204
"92095";92095;4172307;"4BG";94.09
"92109";92109;4175819;"4BG";352.18
"92143";92143;4176074;"1RC";2166.47
"92144";92144;4176074;"2DO";198.54
"92168";92168;35134;"1RC";-350.74
"92173";92173;4164502;"4BG";393.77
"92175";92175;4157093;"4BG";370.81
"92232";92232;4121575;"1RC";1204
"92233";92233;4121575;"2DO";296.71
"92263";92263;4164513;"4BG";119.07
"92264";92264;4142367;"1RC";-628.32
"92299";92299;4121523;"4BG";191.75
"92301";92301;4175493;"4BG";130.01
"92304";92304;4142371;"1RC";-146.71
"92320";92320;4160388;"4BG";310.18
"92339";92339;4171492;"4BG";77.98
"92350";92350;4121471;"1RC";101.82
"92351";92351;4121471;"2DO";394.68
"92373";92373;4177664;"4BG";243.92
"92375";92375;4187253;"4BG";354.05
"92377";92377;4164423;"3VI";1112.88
"92396";92396;4148894;"1RC";1204
"92400";92400;4176054;"4BG";321.98
"92410";92410;4121578;"1RC";0
"92423";92423;4126195;"1RC";1701.42
"92436";92436;4149770;"1RC";5378.55
"92437";92437;4149770;"2DO";3462.39
"92499";92499;4163287;"3VI";5225
"92520";92520;4133629;"1RC";-813.99
"92523";92523;4147923;"1RC";1204
"92543";92543;4124067;"1RC";200
"92556";92556;4127550;"1RC";-417.17
"92563";92563;4147931;"1RC";0
"92572";92572;4147931;"1RC";1204
"92576";92576;4123995;"2DO";1189.1
"92604";92604;4188741;"4BG";676.18
"92634";92634;4132743;"4BG";382.76
"92641";92641;4154950;"3VI";673.9
"92652";92652;4147213;"2DO";2022.91
"92654";92654;4147226;"1RC";-617.98
"92658";92658;4114730;"4BG";527.19
"92674";92674;4147275;"4BG";274.33
"92679";92679;158703;"1RC";688.49
"92685";92685;4147225;"1RC";-68.93
"92697";92697;4147269;"4BG";239.08
"92733";92733;4150115;"1RC";1204
"92734";92734;4150115;"2DO";280.88
"92760";92760;4176414;"4BG";468.42
"92769";92769;4173342;"4BG";606.25
"92776";92776;4175701;"4BG";186.55
"92777";92777;4136061;"4BG";270.58
"92843";92843;4136061;"4BG";278.52
"92844";92844;4136061;"4BG";0
"92846";92846;4173342;"1RC";0
"92847";92847;81610;"4BG";206.73
"92863";92863;4179319;"1RC";134.02
"92867";92867;4141239;"1RC";-309.91
"92877";92877;4141258;"1RC";0
"92880";92880;147036;"1RC";-139.09
"92914";92914;4179319;"4BG";314.28
"92921";92921;4179319;"4BG";105.24
"93019";93019;4163744;"1RC";8704
"93021";93021;4115505;"2DO";1333.68
"93025";93025;4157069;"4BG";367.85
"93034";93034;4167095;"1RC";-461.11
"93049";93049;4157071;"1RC";0
"93079";93079;4177709;"4BG";82.6
"93088";93088;4116071;"4BG";102.31
"93131";93131;4180641;"4BG";652.29
"93178";93178;24201;"4BG";376.97
"93254";93254;4180637;"1RC";8981
"93280";93280;4115070;"4BG";378
"93311";93311;4151140;"1RC";-801.5
"93338";93338;4158237;"1RC";7410
"93354";93354;4188824;"1RC";149.64
"93376";93376;4121786;"1RC";626.73
"93383";93383;4121768;"1RC";1836.46
"93384";93384;4121768;"2DO";0
"93385";93385;4121768;"1RC";1470.82
"93388";93388;4121768;"2DO";0
"93403";93403;4132346;"1RC";1204
"93404";93404;4132346;"1RC";539.18
"93407";93407;4132386;"4BG";362.03
"93415";93415;4158299;"4BG";116.94
"93438";93438;4173604;"1RC";1204
"93453";93453;149424;"1RC";-543.31
"93464";93464;149424;"2DO";0
"93465";93465;4139079;"1RC";1204
"93501";93501;4188109;"2DO";2735.18
"93523";93523;4135748;"1RC";-646.57
"93535";93535;4119667;"4BG";448.27
"93544";93544;4186432;"1RC";-801
"93591";93591;4135753;"3VI";1320.14
"93627";93627;4133703;"2DO";1053.28
"93630";93630;4128644;"2DO";1681.95
"93660";93660;4120511;"4BG";450.81
"93666";93666;4135389;"2DO";1228.42
"93672";93672;4180129;"1RC";1204
"93674";93674;4180129;"2DO";0
"93680";93680;4138434;"2DO";199.49
"93693";93693;4120511;"1RC";1204
"93694";93694;4120511;"2DO";0
"93701";93701;4130266;"2DO";1019.31
"93709";93709;4120511;"2DO";7.03
"93717";93717;172751;"1RC";607.37
"93734";93734;4152595;"4BG";330.06
"93756";93756;4130286;"2DO";1262.8
"93785";93785;4130286;"2DO";1233.93
"93786";93786;4130292;"1RC";2321.86
"93833";93833;4151373;"2DO";204.53
"93836";93836;4138381;"4BG";208.58
"93843";93843;4117761;"1RC";1204
"93844";93844;4117761;"2DO";0
"93851";93851;4117767;"1RC";1809.91
"93852";93852;4173999;"1RC";-554.92
"93884";93884;4117767;"1RC";1204
"93894";93894;4151423;"1RC";711.33
"93898";93898;4177670;"4BG";276.08
"93911";93911;4163408;"1RC";1204
"93912";93912;4163408;"2DO";0
"93934";93934;4151328;"4BG";340
"93935";93935;4151356;"2DO";357.72
"93936";93936;4151368;"1RC";-916.73
"93954";93954;4116101;"2DO";1189.1
"93959";93959;4138328;"2DO";1189.1
"93992";93992;4117631;"4BG";394.36
"93993";93993;4157642;"4BG";259.98
"93997";93997;4157642;"1RC";1113.45
"93998";93998;4157642;"2DO";1189.1
"94006";94006;4174554;"1RC";10584.92
"94007";94007;4174554;"2DO";10459.04
"94029";94029;4131573;"1RC";0
"94051";94051;4130083;"4BG";253.99
"94056";94056;4130088;"1RC";1204
"94057";94057;4130088;"2DO";1682.1
"94068";94068;4130139;"1RC";1204
"94075";94075;4130139;"1RC";0
"94101";94101;4176297;"1RC";1228.16
"94194";94194;43190;"4BG";275.25
"94197";94197;4159778;"1RC";1204
"94198";94198;4159778;"2DO";0
"94204";94204;43219;"1RC";2122.31
"94239";94239;4146095;"1RC";1204
"94242";94242;4142273;"1RC";387.41
"94256";94256;4189003;"1RC";981
"94275";94275;4159778;"4BG";346.83
"94277";94277;4174958;"1RC";897
"94278";94278;4158535;"4BG";61.59
"94311";94311;4158649;"1RC";-655.59
"94371";94371;4158591;"4BG";354.93
"94390";94390;4133959;"3VI";877.92
"94412";94412;43298;"4BG";99.72
"94417";94417;4172010;"1RC";1204
"94418";94418;4172010;"2DO";488.72
"94423";94423;43216;"1RC";670.15
"94426";94426;4187228;"4BG";501.4
"94429";94429;4134022;"4BG";145.02
"94473";94473;4146671;"1RC";0
"94474";94474;4146671;"2DO";80.5
"94504";94504;4146662;"1RC";1204
"94523";94523;43389;"4BG";252.39
"94546";94546;4164661;"4BG";161.46
"94578";94578;43261;"4BG";49.74
"94583";94583;4127137;"3VI";442.3
"94592";94592;4172507;"4BG";258.3
"94599";94599;4145924;"4BG";204.82
"94642";94642;4145905;"2DO";812.96
"94667";94667;43527;"1RC";290.59
"94679";94679;4142801;"1RC";0
"94687";94687;4156330;"4BG";243.92
"94718";94718;4156383;"1RC";1374
"94734";94734;43261;"1RC";1128.12
"94737";94737;4118677;"2DO";476.57
"94765";94765;4118677;"4BG";375.65
"94804";94804;4144222;"4BG";395.76
"94821";94821;4138114;"4BG";59.74
"94826";94826;4138110;"4BG";391
"94844";94844;4165132;"1RC";0
"94892";94892;4149890;"1RC";1204
"94893";94893;4128159;"4BG";94.45
"94898";94898;4149890;"1RC";0
"94905";94905;4178308;"1RC";-709.56
"94911";94911;133437;"1RC";-629.89
"94934";94934;43298;"1RC";564.06
"94952";94952;4117197;"3VI";846.78
"94957";94957;4147814;"4BG";305.9
"94980";94980;4162812;"2DO";536.1
"94981";94981;4131616;"1RC";698.22
"94998";94998;4172807;"4BG";96.64
"95040";95040;4174429;"2DO";293.87
"95062";95062;4125686;"1RC";602
"95069";95069;4179026;"4BG";53.58
"95077";95077;4146391;"4BG";119.6
"95081";95081;4131723;"2DO";4035.44
"95087";95087;4131657;"1RC";1204
"95088";95088;4131657;"2DO";0
"95105";95105;4131689;"4BG";436.23
"95114";95114;4117852;"4BG";81.02
"95117";95117;4182074;"4BG";432.35
"95121";95121;4156276;"4BG";133.59
"95135";95135;4129155;"2DO";1189.1
"95142";95142;4125677;"1RC";1204
"95187";95187;4182042;"4BG";162.33
"95201";95201;79744;"1RC";-301.14
"95211";95211;4131706;"1RC";1204
"95212";95212;79744;"2DO";12.35
"95213";95213;4131706;"2DO";1189.1
"95238";95238;4159988;"4BG";349.21
"95243";95243;4159988;"1RC";3704.59
"95247";95247;4159947;"1RC";-611.39
"95263";95263;4159988;"1RC";1204
"95274";95274;4159900;"1RC";1204
"95275";95275;4159900;"2DO";0
"95298";95298;4137377;"1RC";1204
"95317";95317;4121899;"4BG";302.1
"95325";95325;4140221;"4BG";440.46
"95334";95334;4121883;"4BG";456.61
"95341";95341;4137358;"1RC";-587.1
"95367";95367;4116037;"4BG";97.77
"95408";95408;4144062;"4BG";68.6
"95413";95413;4116037;"1RC";117.81
"95458";95458;4144115;"4BG";176.05
"95474";95474;4120997;"1RC";0
"95481";95481;4173419;"1RC";-474.14
"95487";95487;70718;"2DO";1684.81
"95491";95491;4188849;"1RC";-783.54
"95511";95511;4125146;"1RC";1204
"95518";95518;4125146;"1RC";1204
"95520";95520;4125028;"3VI";437.75
"95534";95534;4132772;"1RC";76.01
"95544";95544;4157342;"1RC";1293.7
"95545";95545;4157342;"2DO";2121.18
"95557";95557;4157354;"2DO";544.37
"95577";95577;4157215;"3VI";2090.34
"95596";95596;4158702;"4BG";308.8
"95630";95630;4148590;"3VI";1068.82
"95643";95643;4154011;"1RC";-148.59
"95683";95683;4165934;"4BG";296.95
"95684";95684;4158918;"1RC";765.2
"95685";95685;4158918;"2DO";1302.7
"95695";95695;4165874;"1RC";1204
"95702";95702;4158860;"3VI";261.61
"95711";95711;4153943;"1RC";3561.88
"95752";95752;4165821;"1RC";1204
"95768";95768;4142461;"1RC";1204
"95769";95769;4142461;"2DO";1352.66
"95839";95839;4181004;"1RC";1204
"95844";95844;4142453;"1RC";-521.88
"95896";95896;4116320;"1RC";2133.89
"95925";95925;4140555;"1RC";1204
"95926";95926;4140555;"2DO";0
"95970";95970;4167467;"4BG";530.9
"95982";95982;4167547;"4BG";289.99
"95992";95992;4130197;"1RC";2204
"96009";96009;4141168;"3VI";13500
"96017";96017;4141158;"1RC";1374.81
"96023";96023;4181860;"1RC";1204
"96029";96029;4181787;"1RC";-250.43
